,property_type,state,lat,lon,area_m2,price_usd
581,house,Chiapas,19.704.245,-101.165.592,150.0,94835.67
583,house,Veracruz de Ignacio de la Llave,25.525.183,-103.377.502,104.0,33192.48
584,house,San Luis Potosí,22.136.711,-101.041.163,270.0,163328.09
585,apartment,Yucatán,21.039.522,-89.563.911,119.0,115814.11
586,house,Estado de México,18.831.146,-99.675.944,125.0,73761.07
587,house,Querétaro,20.558.271,-10.042.942,139.0,97469.99
590,house,Guanajuato,21.178.095,-101.708.252,360.0,178607.18
592,apartment,Distrito Federal,19.403.794,-99.155.899,70.0,54235.15
594,house,Querétaro,20.543.869,-100.414.032,150.0,51105.88
595,apartment,Distrito Federal,19.343.424,-99.135.933,84.0,115910.26
596,house,Veracruz de Ignacio de la Llave,19.532.236,-9.694.104,180.0,79029.72
598,house,Jalisco,20.755.376,-10.339.302,120.0,71143.62
599,apartment,Yucatán,21.008.295,-89.591.019,142.0,91169.23
600,apartment,Distrito Federal,19.382.649,-99.143.384,65.0,44178.77
601,house,Distrito Federal,23.634.501,-102.552.788,200.0,152790.8
602,house,Tamaulipas,22.268.972,-97.860.939,200.0,121207.64
603,house,Guerrero,16.856.389,-99.913.115,131.0,47417.83
605,house,Veracruz de Ignacio de la Llave,191.279.472.004,-961.076.366.901,200.0,104319.23
606,apartment,Puebla,19.076.612,-98.236.336,93.0,57884.47
608,house,Querétaro,20.391.528,-99.981.438,202.0,121207.64
609,house,Quintana Roo,211.661.723,-868.251.719,370.0,200256.11
610,house,Baja California,3.246.906,-11.681.963,86.0,52605.29
611,apartment,Yucatán,210.634.817,-896.110.378,63.0,44794.13
613,apartment,Baja California,23.634.501,-102.552.788,95.0,84313.09
614,house,Querétaro,20.745.667,-100.455.109,290.0,236091.42
615,apartment,Tamaulipas,22.292.006,-97.866.714,128.0,85878.96
616,house,Puebla,19.061.148,-98.248.372,120.0,59535.72
617,house,Morelos,18.969.536,-99.215.979,180.0,81664.04
618,house,Estado de México,19.300.028,-99.566.057,198.0,53666.55
619,house,Yucatán,20.999.418,-89.619.278,377.0,224339.55
620,apartment,Distrito Federal,19.401.507,-9.914.682,92.0,67438.69
621,house,Estado de México,19.663.315,-99.103.287,100.0,80083.45
622,apartment,Yucatán,21.030.668,-89.599.258,82.0,62696.91
624,house,Colima,19.255.166,-103.680.325,105.0,46627.53
625,house,Morelos,18.743.973,-99.254.183,79.0,42941.43
626,house,Yucatán,21.037.875,-89.648.252,123.0,41095.45
627,apartment,Quintana Roo,211.495.343.889,-868.515.973.089,79.0,80015.91
628,house,Morelos,18.951.663,-99.218.298,376.0,263432.41
629,apartment,Distrito Federal,19.381.078,-99.186.714,70.0,85668.22
630,house,Sinaloa,248.225.157.463,-1.074.352.383.614,105.0,55847.67
632,house,Estado de México,19.522.923,-99.241.837,200.0,229240.55
633,house,Querétaro,20.693.433,-100.446.219,160.0,121178.91
634,house,Estado de México,19.545.727,-99.039.146,133.0,67438.69
635,house,Chihuahua,28.672.886,-10.609.304,250.0,63238.77
636,house,Guanajuato,209.144.491,-100.745.235,100.0,127584.22
637,house,Puebla,23.634.501,-102.552.788,113.0,57955.13
638,house,Querétaro,20.618.279,-100.346.985,130.0,99601.06
639,house,San Luis Potosí,22.193.523,-1.010.019,211.0,165467.83
640,house,Yucatán,21.030.771,-89.646.347,200.0,77994.48
641,apartment,Chiapas,16.747.116,-92.651.844,84.0,52686.48
642,house,Estado de México,19.276.849,-99.546.473,179.0,94203.43
643,house,Quintana Roo,21.082.655,-86.857.162,251.0,187037.01
644,house,Distrito Federal,193.845.016.369,-990.904.824.436,115.0,81683.41
645,apartment,Distrito Federal,19.446.829,-99.159.454,65.0,163064.66
646,house,Yucatán,2.099.947,-89.642.815,169.0,55333.92
650,house,Aguascalientes,2.199.782,-102.191.307,350.0,193359.39
651,house,Nuevo León,25.714.615,-100.230.576,309.0,158096.93
652,house,Estado de México,19.286.575,-99.597.733,200.0,72865.4
653,house,Durango,24.024.288,-104.615.791,98.0,36090.24
654,house,Estado de México,19.537.234,-99.025.536,83.0,45447.36
655,house,Distrito Federal,19.343.042,-99.054.777,275.0,167543.01
656,house,Querétaro,20.594.322,-100.365.929,286.0,183875.82
658,house,Jalisco,2.066.976,-105.204.857,70.0,35299.94
659,house,Sinaloa,23.256.596,-106.415.812,190.0,55320.8
660,house,Estado de México,19.524.088,-99.096.736,75.0,70757.94
661,house,Sonora,27.492.267,-109.958.231,236.0,115910.26
662,apartment,Distrito Federal,19.394.358,-99.177.444,195.0,289775.66
663,house,Nuevo León,257.075.214,-1.004.578.949,150.0,110969.16
664,house,Chihuahua,286.329.957,-1.060.691.004,274.0,173906.62
666,house,Tamaulipas,22.286.442,-97.889.847,81.0,44256.64
667,house,Morelos,18.926.889,-99.218.126,186.0,118544.58
668,apartment,Distrito Federal,19.287.568,-99.145.853,100.0,159320.71
669,house,Morelos,18.835.637,-99.252.857,200.0,63223.78
672,house,Nuevo León,25.723.516,-100.393.311,350.0,252895.12
673,house,Chiapas,19.750.508,-101.181.947,90.0,37934.26
674,apartment,Puebla,19.058.884,-98.260.885,104.0,92201.34
675,house,Distrito Federal,19.477.827,-99.216.217,229.0,157690.64
676,apartment,Morelos,18.963.312,-99.214.456,76.0,43729.78
677,apartment,Distrito Federal,19.393.656,-99.132.304,60.0,84845.35
678,apartment,Estado de México,19.607.218,-99.194.926,100.0,43202.91
680,house,Estado de México,191.617.587,-996.178.249,85.0,57968.87
681,house,Guerrero,167.795.417.527,-99.798.010.105,275.0,316118.9
682,house,Yucatán,210.411.724,-895.550.539,195.0,91632.19
683,house,Tabasco,1.800.557,-92.959.735,205.0,88513.29
684,apartment,Distrito Federal,19.441.809,-99.156.423,80.0,65120.49
685,house,Hidalgo,20.124.367,-98.735.725,150.0,92223.21
686,house,Veracruz de Ignacio de la Llave,209.673.656.268,-973.916.879.296,120.0,44783.51
687,apartment,Distrito Federal,19.391.819,-99.188.639,84.0,71653.61
688,apartment,Distrito Federal,19.375.412,-99.144.234,60.0,105372.96
689,house,Morelos,23.634.501,-102.552.788,180.0,63223.78
690,apartment,Distrito Federal,19.496.076,-99.204.251,60.0,36260.68
691,house,Sinaloa,248.053.549.677,-1.074.623.677.164,95.0,44794.13
692,apartment,Distrito Federal,19.309.196,-99.219.505,110.0,121863.83
693,house,Morelos,18.842.861,-99.225.906,120.0,105372.96
694,house,Veracruz de Ignacio de la Llave,2.551.485,-103.389.699,140.0,51632.75
695,house,Jalisco,20.532.264,-103.484.418,175.0,121178.91
696,house,Morelos,189.289.862,-991.802.147,100.0,47417.83
697,house,Yucatán,210.284.038.368,-896.530.058.049,81.0,39524.23
698,house,San Luis Potosí,2.211.830.417,-1.010.321.938.992,360.0,245050.24
699,house,Estado de México,19.233.201,-99.558.519,115.0,110667.85
